Timestamp,Track ID,Speed (km/h)2025-07-30T06:14:34.187182,24,135.0
2025-07-30T06:14:34.570356,24,135.0
2025-07-30T06:14:35.002074,24,135.0
2025-07-30T06:14:35.372966,24,135.0
2025-07-30T06:14:35.713804,24,135.0
2025-07-30T06:14:36.018823,24,135.0
2025-07-30T06:14:36.461324,24,135.0
2025-07-30T06:14:36.845805,24,135.0
2025-07-30T06:14:37.184962,24,135.0
2025-07-30T06:14:37.528426,24,135.0
2025-07-30T06:14:37.913828,24,135.0
2025-07-30T06:14:38.300962,24,135.0
2025-07-30T06:14:38.638880,16,62.31
2025-07-30T06:14:38.639716,24,135.0
2025-07-30T06:14:38.640457,25,70.43
2025-07-30T06:14:39.118010,16,62.31
2025-07-30T06:14:39.119017,24,135.0
2025-07-30T06:14:39.119674,25,70.43
2025-07-30T06:14:39.507980,16,62.31
2025-07-30T06:14:39.508749,24,135.0
2025-07-30T06:14:39.509430,25,70.43
2025-07-30T06:14:39.944368,16,62.31
2025-07-30T06:14:39.945105,24,135.0
2025-07-30T06:14:39.945757,25,70.43
2025-07-30T06:14:40.526293,16,62.31
2025-07-30T06:14:40.527051,24,135.0
2025-07-30T06:14:40.527681,25,70.43
2025-07-30T06:14:41.134942,16,62.31
2025-07-30T06:14:41.135633,24,135.0
2025-07-30T06:14:41.136305,25,70.43
2025-07-30T06:14:41.634924,16,62.31
2025-07-30T06:14:41.635690,24,135.0
2025-07-30T06:14:41.636353,25,70.43
2025-07-30T06:14:42.135128,16,62.31
2025-07-30T06:14:42.135908,24,135.0
2025-07-30T06:14:42.136555,25,70.43
2025-07-30T06:14:42.376165,24,135.0
2025-07-30T06:14:42.376871,25,70.43
2025-07-30T06:14:42.909518,24,135.0
2025-07-30T06:14:42.910276,25,70.43
2025-07-30T06:14:43.348272,24,135.0
2025-07-30T06:14:43.349042,25,70.43
2025-07-30T06:14:43.757512,24,135.0
2025-07-30T06:14:43.758225,25,70.43
2025-07-30T06:14:44.166413,25,70.43
2025-07-30T06:14:44.731012,25,70.43
2025-07-30T06:14:45.277077,25,70.43
2025-07-30T06:14:45.816462,25,70.43
2025-07-30T06:14:46.351099,25,70.43
2025-07-30T06:14:46.881036,25,70.43
2025-07-30T06:14:47.433672,25,70.43
2025-07-30T06:14:47.888857,25,70.43
2025-07-30T06:14:48.481215,25,70.43
2025-07-30T06:14:49.109884,25,70.43
2025-07-30T06:14:49.486901,25,70.43
2025-07-30T06:14:49.674337,25,70.43
2025-07-30T06:14:49.855483,25,70.43
2025-07-30T06:15:15.944666,90,108.0
2025-07-30T06:15:16.327633,90,108.0
2025-07-30T06:15:16.328484,98,115.71
2025-07-30T06:15:16.329397,100,115.71
2025-07-30T06:15:16.763494,90,108.0
2025-07-30T06:15:16.764366,98,115.71
2025-07-30T06:15:16.765053,100,115.71
2025-07-30T06:15:17.106549,86,85.26
2025-07-30T06:15:17.107457,90,108.0
2025-07-30T06:15:17.108237,98,115.71
2025-07-30T06:15:17.108920,100,115.71
2025-07-30T06:15:17.652345,86,85.26
2025-07-30T06:15:17.653319,90,108.0
2025-07-30T06:15:17.654285,98,115.71
2025-07-30T06:15:17.655302,100,115.71
2025-07-30T06:15:18.057172,86,85.26
2025-07-30T06:15:18.058116,90,108.0
2025-07-30T06:15:18.058892,98,115.71
2025-07-30T06:15:18.059610,100,115.71
2025-07-30T06:15:18.358120,86,85.26
2025-07-30T06:15:18.359330,90,108.0
2025-07-30T06:15:18.360160,98,115.71
2025-07-30T06:15:18.360840,100,115.71
2025-07-30T06:15:18.707231,86,85.26
2025-07-30T06:15:18.708122,90,108.0
2025-07-30T06:15:18.708848,98,115.71
2025-07-30T06:15:18.709636,100,115.71
2025-07-30T06:15:19.110400,86,85.26
2025-07-30T06:15:19.111543,90,108.0
2025-07-30T06:15:19.112271,98,115.71
2025-07-30T06:15:19.112920,100,115.71
2025-07-30T06:15:19.687483,86,85.26
2025-07-30T06:15:19.688414,90,108.0
2025-07-30T06:15:19.689168,98,115.71
2025-07-30T06:15:19.689807,100,115.71
2025-07-30T06:15:20.136088,86,85.26
2025-07-30T06:15:20.136982,90,108.0
2025-07-30T06:15:20.137665,98,115.71
2025-07-30T06:15:20.138308,100,115.71
2025-07-30T06:15:20.627157,86,85.26
2025-07-30T06:15:20.627974,90,108.0
2025-07-30T06:15:20.628682,98,115.71
2025-07-30T06:15:20.629333,100,115.71
2025-07-30T06:15:21.186935,86,85.26
2025-07-30T06:15:21.187857,90,108.0
2025-07-30T06:15:21.188628,98,115.71
2025-07-30T06:15:21.189291,100,115.71
2025-07-30T06:15:21.531856,86,85.26
2025-07-30T06:15:21.532728,90,108.0
2025-07-30T06:15:21.533475,98,115.71
2025-07-30T06:15:21.534104,100,115.71
2025-07-30T06:15:21.869645,86,85.26
2025-07-30T06:15:21.870616,90,108.0
2025-07-30T06:15:21.871310,98,115.71
2025-07-30T06:15:21.871938,100,115.71
2025-07-30T06:15:22.254170,86,85.26
2025-07-30T06:15:22.254949,90,108.0
2025-07-30T06:15:22.255640,98,115.71
2025-07-30T06:15:22.256272,100,115.71
2025-07-30T06:15:22.739364,86,85.26
2025-07-30T06:15:22.740141,90,108.0
2025-07-30T06:15:22.741004,98,115.71
2025-07-30T06:15:22.741769,100,115.71
2025-07-30T06:15:23.116252,86,85.26
2025-07-30T06:15:23.116915,90,108.0
2025-07-30T06:15:23.117515,98,115.71
2025-07-30T06:15:23.118182,100,115.71
2025-07-30T06:15:23.481309,90,108.0
2025-07-30T06:15:23.482065,98,115.71
2025-07-30T06:15:23.482727,100,115.71
2025-07-30T06:15:47.908882,158,85.26
2025-07-30T06:15:48.090671,158,85.26
2025-07-30T06:15:48.261594,158,85.26
2025-07-30T06:15:48.436022,158,85.26
2025-07-30T06:15:48.612598,158,85.26
2025-07-30T06:15:48.787749,158,85.26
2025-07-30T06:15:48.960573,158,85.26
2025-07-30T06:15:48.961264,160,70.43
2025-07-30T06:15:49.133213,158,85.26
2025-07-30T06:15:49.133958,160,70.43
2025-07-30T06:15:49.309852,158,85.26
2025-07-30T06:15:49.310907,160,70.43
2025-07-30T06:15:49.482576,158,85.26
2025-07-30T06:15:49.483249,160,70.43
2025-07-30T06:15:49.660358,158,85.26
2025-07-30T06:15:49.661143,160,70.43
2025-07-30T06:15:49.827535,158,85.26
2025-07-30T06:15:49.828197,160,70.43
2025-07-30T06:15:50.242360,158,85.26
2025-07-30T06:15:50.243314,160,70.43
2025-07-30T06:15:50.437924,156,49.09
2025-07-30T06:15:50.438585,160,70.43
2025-07-30T06:15:50.658257,156,49.09
2025-07-30T06:15:50.659054,160,70.43
2025-07-30T06:15:50.868196,160,70.43
2025-07-30T06:18:22.359478,36,180.0
2025-07-30T06:18:23.085683,36,180.0
2025-07-30T06:18:23.776167,34,135.0
2025-07-30T06:18:23.777424,36,180.0
2025-07-30T06:18:24.398776,34,135.0
2025-07-30T06:18:24.401331,36,180.0
2025-07-30T06:18:25.013306,34,135.0
2025-07-30T06:18:25.014478,36,180.0
2025-07-30T06:18:25.626169,34,135.0
2025-07-30T06:18:25.627287,36,180.0
2025-07-30T06:18:26.355008,34,135.0
2025-07-30T06:18:26.356192,36,180.0
2025-07-30T06:18:26.977215,34,135.0
2025-07-30T06:18:26.978395,36,180.0
2025-07-30T06:18:27.621826,34,135.0
2025-07-30T06:18:27.629379,36,180.0
2025-07-30T06:18:28.246637,34,135.0
2025-07-30T06:18:28.251043,36,180.0
2025-07-30T06:18:28.668490,34,135.0
2025-07-30T06:18:28.669659,36,180.0
2025-07-30T06:18:29.077287,34,135.0
2025-07-30T06:18:29.078555,36,180.0
2025-07-30T06:18:29.488702,34,135.0
2025-07-30T06:18:29.490058,36,180.0
2025-07-30T06:18:29.760682,34,135.0
2025-07-30T06:18:29.761990,36,180.0
2025-07-30T06:18:30.123787,34,135.0
2025-07-30T06:18:30.124978,36,180.0
2025-07-30T06:18:30.387041,34,135.0
2025-07-30T06:18:30.388249,36,180.0
2025-07-30T06:18:30.582457,34,135.0
2025-07-30T06:18:30.583662,36,180.0
2025-07-30T06:18:30.769843,34,135.0
2025-07-30T06:18:30.771057,36,180.0
2025-07-30T06:18:30.959677,34,135.0
2025-07-30T06:18:30.960870,36,180.0
2025-07-30T06:18:31.152182,34,135.0
2025-07-30T06:18:31.153374,36,180.0
2025-07-30T06:18:31.339331,34,135.0
